job_id,job_title,job_category,company,city,experience,exp_min,exp_max,exp_bucket,skills,skill_count,posted_date,job_url,scraped_at
37475c77fa06,Data Scientist,Data Scientist,Cisco,Bangalore,7-10 Yrs,7.0,10.0,6-10 Years (Senior),Computer Science | Data Analysis | Data Science | Supply Chain Operations | Data Visualization | Customer Engagement | Cisco | Analytics,8,3+ weeks ago,https://www.naukri.com/job-listings-data-scientist-cisco-bengaluru-7-to-10-years-270326504991,2026-06-03T20:30:52.099387
dd76ee98b24f,Advanced Data Scientist,Data Scientist,Exxon Mobil Corporation,Bangalore,5-10 Yrs,5.0,10.0,3-5 Years (Mid),Supply Chain | Data Science | Aerospace | Machine Learning | Agile | Monitoring | Analytics | Python,8,3+ weeks ago,https://www.naukri.com/job-listings-advanced-data-scientist-exxon-mobil-corporation-bengaluru-5-to-10-years-090426502372,2026-06-03T20:30:52.102657
4a360977ed42,"Data Scientist, Google Play, Product",Data Scientist,Google,Bangalore,5-10 Yrs,5.0,10.0,3-5 Years (Mid),Product Management | Prototype | Data Science | Coding | Machine Learning | Mathematics | Statistics | Analytics,8,3+ weeks ago,https://www.naukri.com/job-listings-data-scientist-google-play-product-google-india-private-limited-bengaluru-5-to-10-years-090725503329,2026-06-03T20:30:52.137259
39340e256273,Machine Learning Data Scientist,Data Scientist,Hsbc,Bangalore,3-7 Yrs,3.0,7.0,3-5 Years (Mid),Python | Data Analysis | Data Domain | Vertex | Data Processing | Google | Anomaly Detection | Machine Learning,8,3+ weeks ago,https://www.naukri.com/job-listings-machine-learning-data-scientist-hsbc-electronic-data-processing-india-pvt-ltd-bengaluru-3-to-7-years-191225503735,2026-06-03T20:30:52.139432
ed0beaa622ba,Sr Data Scientist - Advanced Machine Learning,Data Scientist,Target,Bangalore,4-9 Yrs,4.0,9.0,3-5 Years (Mid),Supply Chain | Computer Science | Business Process | Data Analysis | Machine Learning | Network Security | Data Structures | Troubleshooting,8,3+ weeks ago,https://www.naukri.com/job-listings-sr-data-scientist-advanced-machine-learning-target-corporation-india-pvt-ltd-bengaluru-4-to-9-years-100226503258,2026-06-03T20:30:52.140484
278aeeb95a63,Data Scientist - Service Parts Supply Chain,Data Scientist,Philips,Bangalore,10-15 Yrs,10.0,15.0,6-10 Years (Senior),Supply Chain | Supply Chain Management | Erp | Performance Management | Project Management | Process Improvement | Business Analytics | Healthcare,8,3+ weeks ago,https://www.naukri.com/job-listings-data-scientist-service-parts-supply-chain-philips-india-limited-bengaluru-10-to-15-years-020426508504,2026-06-03T20:30:52.142508
55e541de11db,Data Scientist Cyber Threat Intelligence,Data Scientist,A.P. Moller Maersk,Bangalore,5-10 Yrs,5.0,10.0,3-5 Years (Mid),Automation | Relationship Building | Data Quality | Continuous Improvement | Security Operations | Forecasting | Operations | Auditing,8,3+ weeks ago,https://www.naukri.com/job-listings-data-scientist-cyber-threat-intelligence-maersk-global-service-centres-india-pvt-ltd-bengaluru-5-to-10-years-240226503494,2026-06-03T20:30:52.143484
10e831d503da,AI Data Scientist / AI Evaluation Specialist,Data Scientist,Zensar,Bangalore,4-8 Yrs,4.0,8.0,3-5 Years (Mid),Training | Data Science | Analytical | Programming | Data Analytics | Data Visualization | Statistics | Python,8,3+ weeks ago,https://www.naukri.com/job-listings-ai-data-scientist-ai-evaluation-specialist-zensar-technologies-bengaluru-4-to-8-years-150426503927,2026-06-03T20:30:52.144503
0578613db650,Data Scientist/ Machine Learning Engineer,ML Engineer,Hitachi Energy,Bangalore,5-8 Yrs,5.0,8.0,3-5 Years (Mid),Usage | Neural Networks | Focus | Machine Learning | Programming | Transformers | NLP | Data Privacy,8,3+ weeks ago,https://www.naukri.com/job-listings-data-scientist-machine-learning-engineer-hitachi-energy-bengaluru-5-to-8-years-010526502483,2026-06-03T20:30:52.146503
acfa830b6e91,Data Scientist,Data Scientist,Maruti Suzuki,Bangalore,4-7 Yrs,4.0,7.0,3-5 Years (Mid),Cloud Computing | Data Analysis | Machine Learning | Data Processing | Telematics | Engineering Design | Data Visualization | Automotive,8,3+ weeks ago,https://www.naukri.com/job-listings-data-scientist-maruti-suzuki-india-limited-bengaluru-4-to-7-years-211125502671,2026-06-03T20:30:52.147503
546b96576a6d,"Staff Data Scientist, Ads Insights and Measurement",Data Scientist,Google,Bangalore,8-13 Yrs,8.0,13.0,6-10 Years (Senior),Data Analysis | Bidding | Coding | Analytical | Data Structures | Matlab | Analytics | Brand Building,8,3+ weeks ago,https://www.naukri.com/job-listings-staff-data-scientist-ads-insights-and-measurement-google-india-private-limited-bengaluru-8-to-13-years-090725503487,2026-06-03T20:30:52.148503
2fcc025a47e7,Data Scientist,Data Scientist,Movate Technologies,Bangalore,5-8 Yrs,5.0,8.0,3-5 Years (Mid),Artificial Intelligence | Machine Learning | Python | Data | Intelligence | Machine,6,2 weeks ago,https://www.naukri.com/job-listings-data-scientist-movate-technologies-bengaluru-5-to-8-years-230326015841,2026-06-03T20:30:52.150503
90e6b011b9e8,AI / ML Data Scientist I,Data Scientist,Nielsen Sports,Bangalore,0-3 Yrs,0.0,3.0,0-2 Years (Fresher),Cloud Computing | Operations Research | Automation | Primary Research | Data Science | Machine Learning | Jira | Statistics,8,Few hours ago,https://www.naukri.com/job-listings-ai-ml-data-scientist-i-nielsen-sports-bengaluru-0-to-3-years-030626504161,2026-06-03T20:30:52.152486
746eecfb2f4e,Data Scientist,Data Scientist,Rolls-Royce,Bangalore,Not Specified,,,Not Specified,,0,Starts in 1-3 months,https://www.naukri.com/job-listings-data-scientist-rolls-royce-india-private-ltd-bengaluru-3-to-8-years-030626504364,2026-06-03T20:30:52.153484
e26b8cb3372e,Data Scientist - 23 Feb (Sat)-Weekend Virtual Interview - Pan India,Data Scientist,Tata Consultancy Services,India,6 Yrs,6.0,6.0,6-10 Years (Senior),Data Science | Python | SQL | Machine Learning | Science | Interviewing | Sat | Machine,8,1 day ago,https://www.naukri.com/job-listings-data-scientist-23-feb-sat-weekend-virtual-interview-pan-india-tata-consultancy-services-bengaluru-delhi-ncr-india-6-to-6-years-210526004106,2026-06-03T20:30:52.156457
48baa14548c5,Data Scientist-Artificial Intelligence,Data Scientist,IBM,Bangalore,3-7 Yrs,3.0,7.0,3-5 Years (Mid),Data Scientist | Python | Ai Solutions | Ai Frameworks | Ai | Cloud Platforms | Machine Learning | Artificial Intelligence,8,Few hours ago,https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-ibm-india-pvt-limited-bengaluru-3-to-7-years-030626928132,2026-06-03T20:30:52.158484
c2155c81b14e,Data Scientist- Gen AI,Data Scientist,Fractal Analytics,Noida,1-6 Yrs,1.0,6.0,0-2 Years (Fresher),Computer Vision | Git | GCP | Analytical | Django | Software Development Life Cycle | Workflow | Application Development,8,1 day ago,https://www.naukri.com/job-listings-data-scientist-gen-ai-fractal-analytics-ltd-noida-mumbai-hyderabad-pune-chennai-gurugram-bengaluru-1-to-6-years-020626500303,2026-06-03T20:30:52.159484
a289f06c328b,Data Scientist (ML/AI),Data Scientist,Philips,Bangalore,5-10 Yrs,5.0,10.0,3-5 Years (Mid),Time Series Analysis | Python | Scikit-learn | Mathematics | Azure | Machine Learning | Artificial Intelligence | SQL,8,1 day ago,https://www.naukri.com/job-listings-data-scientist-ml-ai-philips-india-limited-bengaluru-5-to-10-years-020626502504,2026-06-03T20:30:52.160506
8126f0dbe50c,Data Scientist /AI ML Engineer,ML Engineer,Globallogic,Bangalore,5-10 Yrs,5.0,10.0,3-5 Years (Mid),Hive | Fundamentals | Cursor | Algorithms | Data Warehousing | Data Pipeline | Artificial Intelligence | SQL,8,1 day ago,https://www.naukri.com/job-listings-data-scientist-ai-ml-engineer-globallogic-bengaluru-5-to-10-years-020626016711,2026-06-03T20:30:52.162484
60ae73ea47a6,Data Scientist IV,Data Scientist,Conduent,Bangalore,12-17 Yrs,12.0,17.0,10+ Years (Lead/Principal),Data Scientist | Azure | Architecture | Sql Server | Hadoop | Cloud Architecture | Data Quality Management | Vmware,8,2 days ago,https://www.naukri.com/job-listings-data-scientist-iv-conduent-business-services-india-llp-bengaluru-12-to-17-years-010626921451,2026-06-03T20:30:52.163484
e89c6543d85a,Data Scientist,Data Scientist,Apple,Hyderabad,0-8 Yrs,0.0,8.0,0-2 Years (Fresher),Rca | Statistics | Data Science | Data Modeling | Analytical | Market Data | Predictive Modeling | Service Sales,8,3+ weeks ago,https://www.naukri.com/job-listings-data-scientist-apple-india-pvt-ltd-hyderabad-0-to-8-years-250226504348,2026-06-03T20:31:05.328548
8d3ebbc6442c,Data Scientist,Data Scientist,HCLTech,Hyderabad,5-10 Yrs,5.0,10.0,3-5 Years (Mid),Artificial Intelligence | Machine Learning | Python | Machine | Data | Intelligence,6,1 week ago,https://www.naukri.com/job-listings-data-scientist-hcltech-hyderabad-5-to-10-years-130526042098,2026-06-03T20:31:05.332712
235d0334dac1,Senior Analyst/Data Scientist-GenAI,AI Engineer,Tiger Analytics,Hyderabad,4-9 Yrs,4.0,9.0,3-5 Years (Mid),Data Science | Generative AI | Artificial Intelligence | NLP | Machine Learning | Pert | Lora | Qlora,8,1 week ago,https://www.naukri.com/job-listings-senior-analyst-data-scientist-genai-tiger-analytics-hyderabad-chennai-bengaluru-4-to-9-years-011125009365,2026-06-03T20:31:05.371585
41d5099e8c4d,Data Scientist (Computer Vision),Deep Learning Engineer,Scry Analytics,Hyderabad,3-6 Yrs,3.0,6.0,3-5 Years (Mid),Computer Vision | Deep Learning | Backend | Retail Analytics | Orchestration | Compliance | Opencv | Rtsp,8,3+ weeks ago,https://www.naukri.com/job-listings-data-scientist-computer-vision-scry-analytics-hyderabad-3-to-6-years-060326504690,2026-06-03T20:31:05.373892
09017b8171e4,Data Scientist,Data Scientist,Tata Consultancy Services,Hyderabad,5-10 Yrs,5.0,10.0,3-5 Years (Mid),Artificial Intelligence | Machine Learning | Python | NLP | Process | Languages | Machine,7,1 week ago,https://www.naukri.com/job-listings-data-scientist-tata-consultancy-services-hyderabad-chennai-5-to-10-years-260326026450,2026-06-03T20:31:05.374891
466ec61b1cf3,Data Scientist,Data Scientist,Amgen Inc,Hyderabad,3-5 Yrs,3.0,5.0,3-5 Years (Mid),Data Cleansing | Data Analysis | Automation | Sas | Analytical | Trend Analysis | Machine Learning | Spss,8,3+ weeks ago,https://www.naukri.com/job-listings-data-scientist-horizon-therapeutics-hyderabad-3-to-5-years-300925500247,2026-06-03T20:31:05.376889
97d36ffd2198,Data Scientist,Data Scientist,Varite,Hyderabad,5-8 Yrs,5.0,8.0,3-5 Years (Mid),Data Scientist | TensorFlow | PyTorch | NLP | Machine Learning | Deep Learning | Scikit-learn | Python,8,1 day ago,https://www.naukri.com/job-listings-data-scientist-varite-hyderabad-5-to-8-years-020626022630,2026-06-03T20:31:05.377893
8d5233d3a81b,Data Scientist,Data Scientist,DAZN,Hyderabad,1-6 Yrs,1.0,6.0,0-2 Years (Fresher),Algorithms | Python | Data Analysis | NLP | Bi | Predictive | Power BI | Problem Solving,8,Few hours ago,https://www.naukri.com/job-listings-data-scientist-dazn-group-hyderabad-1-to-6-years-030626501532,2026-06-03T20:31:05.378889
3f508f7c7418,Data Scientist -Pan India-   13th May (Wed) - Virtual Interview,Data Scientist,Tata Consultancy Services,Hyderabad,5-10 Yrs,5.0,10.0,3-5 Years (Mid),Data Science | NLP | Machine Learning | Deep Learning | Python | Data | Science | Interviewing,8,1 day ago,https://www.naukri.com/job-listings-data-scientist-pan-india-13th-may-wed-virtual-interview-tata-consultancy-services-hyderabad-delhi-ncr-india-5-to-10-years-110526013627,2026-06-03T20:31:05.380886
31dc9720c24e,Data Scientist,Data Scientist,Globant,Hyderabad,5-9 Yrs,5.0,9.0,3-5 Years (Mid),GCP | Vertex Ai | Retrieval Augmented Generation | Python | Artificial Intelligence | NLP | Machine Learning | Process,8,1 day ago,https://www.naukri.com/job-listings-data-scientist-globant-hyderabad-pune-bengaluru-5-to-9-years-020626026583,2026-06-03T20:31:05.381887
b0a943aa0b84,Hiring Data scientist,Data Scientist,Ascendion Engineering,Hyderabad,3-7 Yrs,3.0,7.0,3-5 Years (Mid),Data Science | Vertex | Python | Gcp Bigquery | Science | GCP | Bigquery | Data,8,Few hours ago,https://www.naukri.com/job-listings-hiring-data-scientist-ascendion-engineering-hyderabad-pune-bengaluru-3-to-7-years-030626026567,2026-06-03T20:31:05.383896
ffb89dc151fd,Data Scientist,Data Scientist,Cloudxtreme,Hyderabad,7-12 Yrs,7.0,12.0,6-10 Years (Senior),Data Science | PySpark | Machine Learning | Data | Science | Machine,6,Today,https://www.naukri.com/job-listings-data-scientist-cloudxtreme-hyderabad-chennai-bengaluru-7-to-12-years-030626009418,2026-06-03T20:31:05.384894
b8722d4e39d5,Data Scientist GenAI,AI Engineer,Affine Analytics,Hyderabad,5-10 Yrs,5.0,10.0,3-5 Years (Mid),Agentic Ai | RAG | Retrieval Augmented Generation | Machine Learning | Python | Generation | Machine | Data,8,2 days ago,https://www.naukri.com/job-listings-data-scientist-genai-affine-analytics-hyderabad-bengaluru-delhi-ncr-5-to-10-years-010626028731,2026-06-03T20:31:05.385894
f03bbe22567d,Data Scientist - DAZN - F2F Interview - 5th and 6th June,Data Scientist,DAZN,Hyderabad,3-8 Yrs,3.0,8.0,3-5 Years (Mid),TensorFlow | Machine Learning | Deep Learning | Scikit-learn | Cnn | Artificial Intelligence | Numpy | SQL,8,1 day ago,https://www.naukri.com/job-listings-data-scientist-dazn-f2f-interview-5th-and-6th-june-dazn-hyderabad-3-to-8-years-020626006598,2026-06-03T20:31:05.389878
53353bf9d2e7,Data Scientist-Artificial Intelligence,Data Scientist,IBM,Hyderabad,5-7 Yrs,5.0,7.0,3-5 Years (Mid),Data Scientist | Kubernetes | Python | Git | NLP | Ai | React | Bootstrap,8,5 days ago,https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-ibm-india-pvt-limited-hyderabad-5-to-7-years-290526914742,2026-06-03T20:31:05.391879
ffefd30206a6,Data Scientist,Data Scientist,Axtria,Hyderabad,4-10 Yrs,4.0,10.0,3-5 Years (Mid),Model Building | Deploying Models | Model Monitoring | Machine Learning | Python | Monitoring | Machine | Building,8,5 days ago,https://www.naukri.com/job-listings-data-scientist-axtria-hyderabad-delhi-ncr-bengaluru-4-to-10-years-290526023406,2026-06-03T20:31:05.394640
50821ce7a999,Data Scientist,Data Scientist,Optum,Hyderabad,6-11 Yrs,6.0,11.0,6-10 Years (Senior),Data Scientist | Ai | Angular | Back End | Kanban | Front End | Javascript | Agile,8,5 days ago,https://www.naukri.com/job-listings-data-scientist-optum-global-solutions-india-private-limited-hyderabad-6-to-11-years-290526920493,2026-06-03T20:31:05.395648
beb1f18d72ca,Data Scientist,Data Scientist,Leading Client,Hyderabad,4-9 Yrs,4.0,9.0,3-5 Years (Mid),Data Science | PyTorch | NLP | MLOps | Feature Engineering | Deep Learning | Python | Machine Learning,8,1 week ago,https://www.naukri.com/job-listings-data-scientist-talent-corner-hr-services-pvt-ltd-noida-hyderabad-bengaluru-4-to-9-years-270526911502,2026-06-03T20:31:05.397655
4f111853a021,Data Scientist - Senior,Data Scientist,Cummins,Pune,6-11 Yrs,6.0,11.0,6-10 Years (Senior),Computer Science | Analytical | Machine Learning | Agile | Manager Quality Control | Data Mining | Licensing | Analytics,8,3+ weeks ago,https://www.naukri.com/job-listings-data-scientist-senior-cummins-inc-pune-6-to-11-years-280426502626,2026-06-03T20:31:23.448901
e6981de7a66d,Senior Data Scientist/ Data Scientist,Data Scientist,Fractal Analytics,Pune,5-10 Yrs,5.0,10.0,3-5 Years (Mid),Rca | Software Design | Version Control | Coding | Machine Learning | Data Structures | Project Delivery | Monitoring,8,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-data-scientist-fractal-analytics-ltd-mumbai-pune-chennai-gurugram-bengaluru-5-to-10-years-060225508191,2026-06-03T20:31:23.450899
41cc2bee1f93,Data Scientist,Data Scientist,Scry Analytics,Pune,3-8 Yrs,3.0,8.0,3-5 Years (Mid),Computer Science | Deep Learning | Advanced Analytics | Data Science | Analytical | Machine Learning | Cloud | Model Development,8,3+ weeks ago,https://www.naukri.com/job-listings-data-scientist-scry-analytics-pune-3-to-8-years-060326504689,2026-06-03T20:31:23.489574
25a56d65814e,Data Scientist,Data Scientist,Mindteck,Pune,3-8 Yrs,3.0,8.0,3-5 Years (Mid),Data Science | Generative AI | RAG | Machine Learning | Agentic Ai | LLMs | Retrieval Augmented Generation | Generation,8,Today,https://www.naukri.com/job-listings-data-scientist-mindteck-pune-3-to-8-years-030626011108,2026-06-03T20:31:23.492574
fde1943bc44a,Data Scientist,Data Scientist,Solytics Partners,Pune,3-6 Yrs,3.0,6.0,3-5 Years (Mid),Data Science | Python | NLP | Statistics | Machine Learning | Generative AI | SQL,7,2 days ago,https://www.naukri.com/job-listings-data-scientist-solytics-partners-pune-3-to-6-years-070526022689,2026-06-03T20:31:23.494576
9be753d6d778,Data Scientist,Data Scientist,Eksource Technologies,Pune,1-5 Yrs,1.0,5.0,0-2 Years (Fresher),Data Science | Artificial Intelligence | NLP | Machine Learning | Deep Learning | Software Engineering,6,1 day ago,https://www.naukri.com/job-listings-data-scientist-eksource-technologies-pune-1-to-5-years-290526008836,2026-06-03T20:31:23.498575
878405df9ee4,Data Scientist,Data Scientist,Ascendion Engineering,Pune,3-6 Yrs,3.0,6.0,3-5 Years (Mid),Data Science | GCP | Vertex Ai | Bigquery | Python | Us Pharma | LangChain | Langgraph,8,Just now,https://www.naukri.com/job-listings-data-scientist-ascendion-engineering-pune-chennai-bengaluru-3-to-6-years-300426016620,2026-06-03T20:31:23.501574
3c1d64fe5643,Data Scientist-Gen AI,Data Scientist,Leading IT Service and Consulting Organization,Pune,5-10 Yrs,5.0,10.0,3-5 Years (Mid),Artificial Intelligence | Machine Learning | Deep Learning | Generative Artificial Intelligence | Python | TensorFlow | NLP | Scikit-learn,8,Today,https://www.naukri.com/job-listings-data-scientist-gen-ai-anlage-infotech-pune-chennai-bengaluru-5-to-10-years-030626010224,2026-06-03T20:31:23.503574
25b4e0d59a2c,AI AND DATA Scientist Engineer,Data Scientist,Coreehs,Pune,2-7 Yrs,2.0,7.0,0-2 Years (Fresher),Object Detection | Computer Vision | Processing | Process | Artificial Intelligence | Object | Computer,7,1 week ago,https://www.naukri.com/job-listings-ai-and-data-scientist-engineer-coreehs-pune-surat-2-to-7-years-200625026182,2026-06-03T20:31:23.506573
7b556420bf79,Data Scientist / Data Science Engineer,Data Scientist,Ample Softech System,Pune,0-5 Yrs,0.0,5.0,0-2 Years (Fresher),Power BI | Data Analysis | Data Visualization | Data Modeling | SQL | Data Science | Modeling | Science,8,1 week ago,https://www.naukri.com/job-listings-data-scientist-data-science-engineer-ample-softech-system-bhubaneswar-nagpur-pune-0-to-5-years-220526033625,2026-06-03T20:31:23.510581
dc934c0c8515,Data Scientist,Data Scientist,ANTI-Ai PRIVATE LIMITED,Pune,3-6 Yrs,3.0,6.0,3-5 Years (Mid),Time Series Analysis | Algorithms | Python | Data Analysis | Modeling | Scikit-learn | Bi | Power BI,8,2 days ago,https://www.naukri.com/job-listings-data-scientist-anti-ai-private-limited-pune-3-to-6-years-010626501499,2026-06-03T20:31:23.516575
7ee43dfda47d,Data Scientist-Artificial Intelligence,Data Scientist,IBM,Pune,6-8 Yrs,6.0,8.0,6-10 Years (Senior),Data Scientist | Kubernetes | Python | Git | NLP | Ai | React | Bootstrap,8,2 days ago,https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-ibm-india-pvt-limited-pune-6-to-8-years-010626912079,2026-06-03T20:31:23.522575
9bb54fdeca2e,Data Scientist - NLP Focussed,NLP Engineer,Siemens,Pune,5-10 Yrs,5.0,10.0,3-5 Years (Mid),Data Scientist | Azure | Use Cases | NLP | Ai | Data Mining | Data Cleansing | Forecasting,8,2 days ago,https://www.naukri.com/job-listings-data-scientist-nlp-focussed-siemens-limited-pune-5-to-10-years-010626921919,2026-06-03T20:31:23.525583
e964c17af917,Data Scientist,Data Scientist,Globant,Remote,5-10 Yrs,5.0,10.0,3-5 Years (Mid),Artificial Intelligence | Nextgen | Dialogflow | Edk | Data | Intelligence,6,1 day ago,https://www.naukri.com/job-listings-data-scientist-globant-pune-5-to-10-years-020626016640,2026-06-03T20:31:23.529011
1dab2240ee83,Data Scientist,Data Scientist,Leading Client,Pune,5-10 Yrs,5.0,10.0,3-5 Years (Mid),Data Scientist | Azure | Api Development | Apis | Ai | User Experience | Programming | Data Extraction,8,5 days ago,https://www.naukri.com/job-listings-data-scientist-tekskills-india-private-limited-pune-5-to-10-years-290526914918,2026-06-03T20:31:23.530574
b4b332520d3a,Data Scientist,Data Scientist,Birlasoft,Pune,10-15 Yrs,10.0,15.0,6-10 Years (Senior),Computer Science | Deep Learning | Continuous Integration | Data Science | GCP | Machine Learning | Technical Architecture | Big Data,8,5 days ago,https://www.naukri.com/job-listings-data-scientist-birlasoft-india-limited-pune-10-to-15-years-290526505163,2026-06-03T20:31:23.532575
f301803124f8,Data Analyst,Data Analyst,Capgemini,Mumbai,4-9 Yrs,4.0,9.0,3-5 Years (Mid),Power BI | Data Analysis | Data Visualization | Tableau | Data Analytics | SQL | Analytics | Analysis,8,1 week ago,https://www.naukri.com/job-listings-data-analyst-capgemini-chennai-delhi-ncr-mumbai-all-areas-4-to-9-years-021225014173,2026-06-03T20:31:36.782892
604439db12d6,"Lead Data Scientist, India - BCG X",Data Scientist,Boston Consulting Group,Mumbai,13-20 Yrs,13.0,20.0,10+ Years (Lead/Principal),Data Analysis | Operations Research | Business Transformation | Data Management | Business Analytics | Analytical | Consulting | Spss,8,3+ weeks ago,https://www.naukri.com/job-listings-lead-data-scientist-india-bcg-x-boston-consulting-group-mumbai-13-to-20-years-280126500960,2026-06-03T20:31:36.785274
7ee5fcc1c2e9,Payments - Analytics & Reporting- Data Scientist Associate,Data Scientist,JPMorgan Chase Bank,Mumbai,4-9 Yrs,4.0,9.0,3-5 Years (Mid),Data Analysis | Business Analytics | Smb | Product Sales | Account Management | Data Visualization | Operations | SQL,8,3+ weeks ago,https://www.naukri.com/job-listings-payments-analytics-reporting-data-scientist-associate-jp-morgan-and-chase-mumbai-4-to-9-years-190226505064,2026-06-03T20:31:36.815611
26467d014244,Senior Data Scientist,Data Scientist,Mastercard,Mumbai,5-7 Yrs,5.0,7.0,3-5 Years (Mid),Computer Science | Statistics | Information Security | Analytical | Risk Modeling | Machine Learning | Information Technology | Corporate Security,8,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-mastercard-mumbai-5-to-7-years-080426504887,2026-06-03T20:31:36.817611
b9178cbea385,GCP Data Engineer (Lead),Data Engineer,Blue Star,Mumbai,8-11 Yrs,8.0,11.0,6-10 Years (Senior),Cdc | Cloud Spanner | Azure | Elt | Big Data | Data Engineering | SQL | Cloud,8,3+ weeks ago,https://www.naukri.com/job-listings-gcp-data-engineer-lead-blue-star-ltd-mumbai-8-to-11-years-110326501427,2026-06-03T20:31:36.821254
7030b43b83b1,Pyspark -Palantir Core- Data Engineer,Data Engineer,Tata Consultancy Services,Mumbai,6-10 Yrs,6.0,10.0,6-10 Years (Senior),PySpark | Data Engineering | AWS | SQL | Snowflake | Data Bricks | Python | Bricks,8,3+ weeks ago,https://www.naukri.com/job-listings-pyspark-palantir-core-data-engineer-tata-consultancy-services-pune-bengaluru-mumbai-all-areas-6-to-10-years-090326005611,2026-06-03T20:31:36.822254
1551e2107356,Senior Snowflake Data Engineer role,Data Engineer,Saint Gobain,Mumbai,6-10 Yrs,6.0,10.0,6-10 Years (Senior),Snowflake | SQL | Azure | Data Warehousing | AWS | Python | Data | Warehouse,8,Today,https://www.naukri.com/job-listings-senior-snowflake-data-engineer-role-saint-gobain-mumbai-6-to-10-years-150426015821,2026-06-03T20:31:36.827261
d618630a0c1f,Data Scientist,Data Scientist,Celebal Technologies,Mumbai,3-8 Yrs,3.0,8.0,3-5 Years (Mid),Time Series | Demand Forecasting | Machine Learning | Agentic Ai | Generative AI | Xgboost | Arima | K-Means,8,2 days ago,https://www.naukri.com/job-listings-data-scientist-celebal-technologies-bengaluru-mumbai-all-areas-3-to-8-years-300426024055,2026-06-03T20:31:36.829261
f715a7070189,Data-scientist - Machine Learning & AI,Data Scientist,Hdfc Bank,Mumbai,7-12 Yrs,7.0,12.0,6-10 Years (Senior),Genai | Graph | Machine Learning | PyTorch | TensorFlow | NLP | Neo4J | Machine Learning Algorithms,8,2 days ago,https://www.naukri.com/job-listings-data-scientist-machine-learning-ai-hdfc-bank-gurugram-delhi-ncr-mumbai-all-areas-7-to-12-years-010626012906,2026-06-03T20:31:36.831252
0388be9f0224,Data Scientist,Data Scientist,Ganit Business Solutions,Mumbai,5-8 Yrs,5.0,8.0,3-5 Years (Mid),Generative AI | Data Science | Python | Gen | Data | Artificial Intelligence | Science,7,6 days ago,https://www.naukri.com/job-listings-data-scientist-ganit-business-solutions-mumbai-bengaluru-5-to-8-years-280526022010,2026-06-03T20:31:36.833822
ad0dd1b6380c,Data Scientist,Data Scientist,ICICI Lombard,Mumbai,1-6 Yrs,1.0,6.0,0-2 Years (Fresher),Generative AI | LLMs | Retrieval Augmented Generation | Machine Learning | Python | Artificial Intelligence | Data | Intelligence,8,5 days ago,https://www.naukri.com/job-listings-data-scientist-icici-lombard-mumbai-1-to-6-years-290526022762,2026-06-03T20:31:36.836986
a6e6d4447bd7,Data Scientist AIML,Data Scientist,Tata Consultancy Services,Mumbai,5-10 Yrs,5.0,10.0,3-5 Years (Mid),Artificial Intelligence | Machine Learning | Predictive Modeling | Advanced Analytics | Statistics | Python | Predictive Analytics,7,1 week ago,https://www.naukri.com/job-listings-data-scientist-aiml-tata-consultancy-services-mumbai-hyderabad-gurugram-5-to-10-years-260526038475,2026-06-03T20:31:36.842049
1a29757331d1,AMEA Data Scientist (o9 Demand planning),Data Scientist,Mondelez,Mumbai,6-11 Yrs,6.0,11.0,6-10 Years (Senior),Supply Chain | Data Analysis | Data Science | GCP | Analytical | Machine Learning | Integration Testing | Packaging,8,6 days ago,https://www.naukri.com/job-listings-amea-data-scientist-o9-demand-planning-mondelez-international-mumbai-6-to-11-years-280526503557,2026-06-03T20:31:36.843049
f9b307e35a56,Data Scientist,Data Scientist,Razorthink,Mumbai,3-5 Yrs,3.0,5.0,3-5 Years (Mid),Data Science | Python | R | Data Scientist | Data Mining | Pandas | Scikit-learn | Statistics,8,1 week ago,https://www.naukri.com/job-listings-data-scientist-razorthink-mumbai-delhi-ncr-bengaluru-3-to-5-years-220526919366,2026-06-03T20:31:36.845048
308d0b6471a9,Sr. Machine learning /Data Scientist,Data Scientist,Version 1,Mumbai,5-9 Yrs,5.0,9.0,3-5 Years (Mid),Data Scientist | Coaching | Red Hat | Debugging | Employee Wellbeing | Feature Engineering | Ai | Regression,8,2 days ago,https://www.naukri.com/job-listings-sr-machine-learning-data-scientist-version-1-services-private-limited-mumbai-5-to-9-years-010626922702,2026-06-03T20:31:36.846048
fd3b9f2c029f,Excellent opportunity For Data Scientist,Data Scientist,Kiya.ai,Mumbai,3-8 Yrs,3.0,8.0,3-5 Years (Mid),Data Science | Generative AI | Python | Science | Data | Artificial Intelligence,6,5 days ago,https://www.naukri.com/job-listings-excellent-opportunity-for-data-scientist-kiya-ai-mumbai-navi-mumbai-mumbai-all-areas-3-to-8-years-290526001657,2026-06-03T20:31:36.847048
9aded0d2173d,Data Scientist,Data Scientist,Capgemini,Mumbai,6-8 Yrs,6.0,8.0,6-10 Years (Senior),Generative AI | GCP | Bigquery | Python | Machine Learning | Data | Artificial Intelligence | Machine,8,1 week ago,https://www.naukri.com/job-listings-data-scientist-capgemini-pune-bengaluru-mumbai-all-areas-6-to-8-years-260526013604,2026-06-03T20:31:36.850049
